subject_id,date,charging_ratio,charging_transitions,avg_charging_duration,max_charging_duration,activity_0_ratio,activity_1_ratio,activity_2_ratio,activity_3_ratio,activity_4_ratio,activity_5_ratio,activity_6_ratio,activity_7_ratio,activity_8_ratio,dominant_activity,num_unique_activities,"Inside, small room",Speech,Silence,Music,"Narration, monologue","Child speech, kid speaking",Conversation,Speech synthesizer,Shout,Babbling,others,rssi_mean,rssi_min,rssi_max,device_class_0_ratio,device_class_others_ratio,altitude_mean,latitude_std,longitude_std,speed_mean_x,speed_max_x,speed_std,light_mean,light_std,light_max,light_min,light_night_mean,light_day_mean,light_night_ratio,screen_on_ratio,screen_on_transitions,screen_on_duration_avg,screen_on_duration_max,others_time,One UI 홈_time,카카오톡_time,시스템 UI_time,NAVER_time,캐시워크_time,성경일독Q_time,YouTube_time,통화_time,메시지_time,타임스프레드_time,Instagram_time,wifi_rssi_mean,wifi_rssi_min,wifi_rssi_max,wifi_detected_cnt,hr_afternoon_mean_x,hr_afternoon_std_x,hr_afternoon_max_x,hr_afternoon_min_x,hr_afternoon_above_100_ratio_x,hr_evening_mean_x,hr_evening_std_x,hr_evening_max_x,hr_evening_min_x,hr_evening_above_100_ratio_x,hr_early_morning_mean_x,hr_early_morning_std_x,hr_early_morning_max_x,hr_early_morning_min_x,hr_early_morning_above_100_ratio_x,hr_morning_mean_x,hr_morning_std_x,hr_morning_max_x,hr_morning_min_x,hr_morning_above_100_ratio_x,hr_afternoon_mean_y,hr_afternoon_std_y,hr_afternoon_max_y,hr_afternoon_min_y,hr_afternoon_above_100_ratio_y,hr_evening_mean_y,hr_evening_std_y,hr_evening_max_y,hr_evening_min_y,hr_evening_above_100_ratio_y,hr_early_morning_mean_y,hr_early_morning_std_y,hr_early_morning_max_y,hr_early_morning_min_y,hr_early_morning_above_100_ratio_y,hr_morning_mean_y,hr_morning_std_y,hr_morning_max_y,hr_morning_min_y,hr_morning_above_100_ratio_y,wlight_afternoon_mean,wlight_afternoon_std,wlight_afternoon_max,wlight_afternoon_min,wlight_evening_mean,wlight_evening_std,wlight_evening_max,wlight_evening_min,wlight_early_morning_mean,wlight_early_morning_std,wlight_early_morning_max,wlight_early_morning_min,wlight_morning_mean,wlight_morning_std,wlight_morning_max,wlight_morning_min,step_sum,step_frequency_mean,distance_sum,speed_mean_y,speed_max_y,burned_calories_sum
id01,2024-06-26,0.21585903083700442,22,13.363636363636363,41,0.12517580872011252,0.0014064697609001407,0,0.6722925457102672,0.15752461322081576,0,0,0.04360056258790436,0.0,3,5,0.02183661330526316,0.24665393111579045,0.11657307366447368,0.03041167494276397,0.001807149782236842,0.0006447029157894737,0.0009187512447368421,3.271707105263158e-05,0.0006385864046052633,0.0,0.50072931659375,-75.66805451181187,-94.0,-27.0,0.9312977099236641,0.06870229007633588,90.03066852662504,5.171078124134173e-05,5.111275695346888e-05,0.5775127925278792,28.22,0.4541850839514454,364.5068493150685,395.6594398135174,1886.0,0.0,184.92307692307693,403.4166666666667,0.1780821917808219,0.29535864978902954,54,7.777777777777778,60,15503447.0,5346126.0,2059689.0,0.0,517215.0,0.0,0.0,6367.0,552532.0,1432743.0,0.0,0.0,-70.19644723092999,-91.0,-19.0,957.0,80.5333000997009,12.63656557013988,142.0,59.0,0.07726819541375872,82.4768378214564,10.293220584473397,124.0,59.0,0.05550264092129189,,,,,,,,,,,80.5333000997009,12.63656557013988,142.0,59.0,0.07726819541375872,82.4768378214564,10.293220584473397,124.0,59.0,0.05550264092129189,,,,,,,,,,,394.5251141552511,1458.7345842437626,20874.0,0.0,89.02020202020202,101.68439783760117,264.0,0.0,,,,,,,,,3578.0,0.09274235355106272,2782.1900634765625,0.07211482798021157,1.58822021484375,189.31905937194824
id01,2024-06-27,0.15857142857142856,32,13.875,65,0.14652777777777778,0.0,0,0.6111111111111112,0.22083333333333333,0,0,0.021527777777777778,0.0,3,4,5.669891666666667e-05,8.622866268194444e-08,0.9986109113888888,7.056700645138889e-15,9.689560372777778e-30,0.0,0.0,0.0,0.0,0.0,0.0015420000444444446,-73.84815818828302,-94.0,-34.0,0.9322344322344323,0.06776556776556776,92.75339045631623,6.131189084485685e-05,7.47720985963151e-05,0.8753186410874091,36.6356,0.6826808440929238,332.06944444444446,1300.5356812024834,11248.0,0.0,27.708333333333332,484.25,0.3333333333333333,0.3657342657342657,82,12.75609756097561,79,28667303.0,14461581.0,5155199.0,0.0,2315289.0,0.0,0.0,96552.0,2211529.0,1195425.0,0.0,0.0,-69.06293706293707,-92.0,-26.0,1144.0,87.40516473731077,12.296994472567146,125.0,63.0,0.1794300979519145,83.52647702407002,10.967673103584655,122.0,61.0,0.08285922684172137,86.17043121149898,11.875366996118311,113.0,66.0,0.1601642710472279,72.34395619823108,10.333083319235332,130.0,53.0,0.023445177593710516,87.40516473731077,12.296994472567146,125.0,63.0,0.1794300979519145,83.52647702407002,10.967673103584655,122.0,61.0,0.08285922684172137,86.17043121149898,11.875366996118311,113.0,66.0,0.1601642710472279,72.34395619823108,10.333083319235332,130.0,53.0,0.023445177593710516,506.1219512195122,1352.3585502900237,8386.0,0.0,98.71705426356588,137.95851450583243,910.0,0.0,20.330645161290324,63.70062563299815,282.0,0.0,285.7642276422764,1133.5770535262761,12464.0,0.0,3104.0,0.038463444857496906,2393.37255859375,0.029657652522846967,1.2906656901041667,288.99078369140625
id01,2024-06-28,0.18028169014084508,29,17.066666666666666,76,0.11180555555555556,0.0006944444444444445,0,0.8618055555555556,0.0006944444444444445,0,0,0.025,0.0,3,5,1.0190450281690141e-05,0.001434175455569472,0.9957744487323944,7.036657151549296e-15,2.0302821126760563e-05,1.9254038028169017e-06,2.44259676056338e-06,4.72483323943662e-06,0.0,0.0,0.0035549681770845076,-77.01920379615773,-94.0,-39.0,0.9411764705882353,0.058823529411764705,91.20004429701436,5.6820962819018694e-05,6.488331032386793e-05,0.6843674785224653,49.5476,0.5474737993121757,219.20138888888889,260.6829003665412,1834.0,0.0,44.541666666666664,306.53125,0.3333333333333333,0.31971830985915495,90,10.088888888888889,51,22133769.0,11290379.0,4774502.0,0.0,2227733.0,0.0,0.0,1435106.0,1553451.0,1591361.0,0.0,0.0,-69.09406392694063,-92.0,-26.0,1095.0,83.0139534883721,12.488545102954722,135.0,55.0,0.09941860465116278,75.82133333333333,9.176060059863504,109.0,59.0,0.018666666666666668,90.84185045723507,10.696595810515008,123.0,69.0,0.20656266810112964,78.77534898820474,12.413442872711215,120.0,51.0,0.07277350936045883,83.0139534883721,12.488545102954722,135.0,55.0,0.09941860465116278,75.82133333333333,9.176060059863504,109.0,59.0,0.018666666666666668,90.84185045723507,10.696595810515008,123.0,69.0,0.20656266810112964,78.77534898820474,12.413442872711215,120.0,51.0,0.07277350936045883,445.1088082901554,1423.0945131445428,14492.0,0.0,50.85217391304348,112.52182346613331,685.0,0.0,13.058823529411764,50.392625530523944,305.0,0.0,810.3333333333334,5386.836004241759,91584.0,0.0,4153.0,0.050969563082965144,3219.4687480926514,0.039512380315324634,1.6921671549479167,130.10945880413055
id01,2024-06-29,0.2865671641791045,3,192.0,328,0.06597222222222222,0.0,0,0.9166666666666666,0.0,0,0,0.017361111111111112,0.0,3,3,0.00038327833333333335,8.622866677916667e-08,0.9986109113888888,7.056700625833334e-15,9.689561734166666e-30,0.0,0.0,0.0,0.0,0.0,0.00208941595,-69.1108867991641,-93.0,-33.0,0.7904761904761904,0.20952380952380953,102.12199132374788,2.938645666013265e-05,4.127284052894341e-05,0.4844022557912354,31.0703,0.357082973367767,91.41666666666667,312.06520521790367,3498.0,0.0,1.0833333333333333,136.58333333333334,0.3333333333333333,0.23785714285714285,66,10.090909090909092,82,19147505.0,7831365.0,981128.0,0.0,1755398.0,0.0,0.0,1707502.0,454607.0,19179.0,0.0,0.0,-67.78966789667896,-91.0,-24.0,1355.0,53.0,0.816496580927726,54.0,52.0,0.0,93.72727272727273,7.496555682941201,101.0,78.0,0.09090909090909091,,,,,,,,,,,53.0,0.816496580927726,54.0,52.0,0.0,93.72727272727273,7.496555682941201,101.0,78.0,0.09090909090909091,,,,,,,,,,,89.67379679144385,123.59107797099907,374.0,0.0,108.38333333333334,142.75778924068868,334.0,0.0,0.0,0.0,0.0,0.0,19.801526717557252,12.929887176690983,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
id01,2024-06-30,0.1442857142857143,8,50.5,91,0.13819444444444445,0.0,0,0.8534722222222222,0.0,0,0,0.008333333333333333,0.0,3,3,2.0725032858333333e-27,8.62286642013889e-08,0.99868539975,7.0567017093055564e-15,9.689560960555555e-30,0.0,0.0,0.0,0.0,0.0,0.0009337401388888888,-74.80550181712422,-92.0,-35.0,0.8982142857142857,0.10178571428571428,108.97834818700046,3.383347643348706e-05,3.940705629677941e-05,0.383900053430178,33.823,0.2683870710649703,98.90972222222223,300.4481480971836,2691.0,0.0,14.354166666666666,141.1875,0.3333333333333333,0.22042253521126762,82,7.634146341463414,69,27873330.0,8719924.0,5079988.0,0.0,1017024.0,0.0,0.0,952024.0,2624571.0,104117.0,0.0,0.0,-68.29991126885537,-90.0,-23.0,1127.0,89.06865299648805,9.171640971291856,155.0,61.0,0.1152146822249915,,,,,,,,,,,88.76157082748948,10.838160922170202,132.0,61.0,0.15137914913510986,89.06865299648805,9.171640971291856,155.0,61.0,0.1152146822249915,,,,,,,,,,,88.76157082748948,10.838160922170202,132.0,61.0,0.15137914913510986,274.29285714285714,653.369486327044,5425.0,0.0,24.0859375,78.52507833326939,322.0,0.0,0.0,0.0,0.0,0.0,111.11244979919678,193.41379212859857,979.0,0.0,3003.0,0.038235294117647055,2330.9863290786743,0.02967897032185732,1.4663299560546874,104.80971205234528
id01,2024-07-01,0.16774193548387098,48,9.75,54,0.10662020905923345,0.003484320557491289,0,0.8592334494773519,0.005574912891986063,0,0,0.025087108013937282,0.0,3,5,2.0724293185185186e-27,8.622558924643874e-08,0.9985752988603989,7.056447839316239e-15,9.689215425641025e-30,0.0,0.0,0.0,0.0,0.0,0.002093651666666667,-73.9628197774895,-93.0,-37.0,0.951131221719457,0.048868778280542986,92.61646980884224,4.540390866956242e-05,4.340531328760987e-05,0.4962462881570986,33.0094,0.39313866775964906,193.23611111111111,291.7256587028469,1632.0,0.0,43.104166666666664,268.3020833333333,0.3333333333333333,0.2896057347670251,76,10.631578947368421,81,27207476.0,14710798.0,7929544.0,0.0,2379344.0,0.0,0.0,580428.0,2263932.0,1635571.0,0.0,0.0,-68.6985559566787,-92.0,-23.0,1108.0,83.07842878797865,8.749012691536652,116.0,62.0,0.04554142226323074,,,,,,,,,,,77.5621124094262,10.851875983139756,118.0,55.0,0.04673934329917096,83.07842878797865,8.749012691536652,116.0,62.0,0.04554142226323074,,,,,,,,,,,77.5621124094262,10.851875983139756,118.0,55.0,0.04673934329917096,467.4970930232558,1499.6156716913329,16519.0,0.0,22.236641221374047,80.52763330759937,368.0,0.0,0.0,0.0,0.0,0.0,323.944,921.7251677501271,11888.0,0.0,3473.0,0.043003962357602774,2717.8914184570312,0.033653930391988995,1.57666015625,121.5790841281414
id01,2024-07-02,0.18461538461538463,37,13.894736842105264,46,0.07847222222222222,0.0,0,0.875,0.0,0,0,0.04652777777777778,0.0,3,3,5.000738888888889e-05,0.0007417842842186028,0.9986109113888888,0.00034002069445150115,9.689559240694444e-30,1.3938422222222221e-05,0.0,0.0,0.0,0.0,6.037006069444444e-05,-75.73984479466986,-91.0,-40.0,0.9340277777777778,0.06597222222222222,89.90877037721569,4.169097724909449e-05,4.386608279807931e-05,0.5397235262489769,31.49,0.3503765591821651,161.41666666666666,200.0353290474782,652.0,0.0,35.854166666666664,224.19791666666666,0.3333333333333333,0.28297872340425534,76,10.5,45,20785216.0,11302376.0,4060856.0,0.0,2323724.0,0.0,0.0,1881686.0,543998.0,346029.0,0.0,0.0,-70.24719101123596,-91.0,-29.0,1335.0,83.55298860376773,14.697309101344926,132.0,51.0,0.16047755639972092,,,,,,87.54466230936819,9.404239810373802,111.0,68.0,0.12636165577342048,84.4438717067583,11.539637338864743,117.0,57.0,0.11397479954180985,83.55298860376773,14.697309101344926,132.0,51.0,0.16047755639972092,,,,,,87.54466230936819,9.404239810373802,111.0,68.0,0.12636165577342048,84.4438717067583,11.539637338864743,117.0,57.0,0.11397479954180985,323.3578947368421,1129.1133013785436,11934.0,0.0,29.91304347826087,94.10970150215223,339.0,0.0,11.31,59.98878145120135,362.0,0.0,156.94358974358974,213.46156057595945,1630.0,0.0,6361.0,0.08718475877192983,4915.90380859375,0.06737806755199767,2.196333821614583,214.10976639389992
id01,2024-07-03,0.26402877697841726,51,14.115384615384615,178,0.0763888888888889,0.0,0,0.8604166666666667,0.0,0,0,0.06319444444444444,0.0,3,3,0.00027423953611111114,0.00046832390547406946,0.9958331341666667,7.037072918333333e-15,9.662606478194445e-30,0.0,0.0,0.0,0.0,0.0,0.0034458932555555557,-76.57697238328196,-93.0,-36.0,0.9272,0.0728,91.13114667411497,3.3909244197203315e-05,4.281130395269556e-05,0.4655857579117094,32.6373,0.3631435264560651,293.3541666666667,772.8489975341306,6975.0,0.0,47.145833333333336,416.4583333333333,0.3333333333333333,0.279020979020979,94,8.48936170212766,39,25817211.0,15314659.0,7417264.0,0.0,2541898.0,0.0,0.0,330792.0,691392.0,1127670.0,0.0,0.0,-65.93925588458617,-91.0,-21.0,1317.0,81.74303816119051,14.303988088122606,137.0,51.0,0.09370856048327686,84.28732835042587,12.51888228790227,133.0,53.0,0.11507039805318964,137.0,0.0,137.0,137.0,1.0,79.48142944946879,11.320060224434117,127.0,56.0,0.05698480990429362,81.74303816119051,14.303988088122606,137.0,51.0,0.09370856048327686,84.28732835042587,12.51888228790227,133.0,53.0,0.11507039805318964,137.0,0.0,137.0,137.0,1.0,79.48142944946879,11.320060224434117,127.0,56.0,0.05698480990429362,639.5587044534414,3454.9451297803057,48245.0,0.0,124.50869565217391,160.83017620011347,817.0,0.0,0.0,0.0,0.0,0.0,147.4304347826087,125.85240470239805,927.0,0.0,6347.0,0.09504342617550164,4860.677947998047,0.07278643228508605,1.7371744791666666,209.96014642715454
id01,2024-07-04,0.15104895104895105,14,30.857142857142858,51,0.19166666666666668,0.0,0,0.79375,0.0,0,0,0.014583333333333334,0.0,3,3,2.0667376818055555e-27,8.598880583888888e-08,0.9958331341666667,7.037072478750001e-15,9.662605786527778e-30,0.0,0.0,0.0,0.0,0.0,0.0023775205986111114,-71.48895794277213,-94.0,-6.0,0.8387096774193549,0.16129032258064516,101.18519933689414,7.488634209200762e-05,0.00011550847667741342,1.0061038885320899,36.1491,0.5243063133204983,535.4166666666666,2402.6604819675185,21049.0,0.0,53.125,776.5625,0.3333333333333333,0.32463768115942027,76,11.789473684210526,51,27619521.0,8966268.0,4405066.0,0.0,4943822.0,0.0,0.0,1199214.0,785090.0,35178.0,0.0,0.0,-67.38126773888364,-92.0,-18.0,1057.0,82.21961002785515,9.39795597189054,125.0,62.0,0.05515320334261838,,,,,,80.46142857142857,11.959691740618243,116.0,57.0,0.06571428571428571,106.69294605809128,4.944202358712197,121.0,94.0,0.9004149377593361,82.21961002785515,9.39795597189054,125.0,62.0,0.05515320334261838,,,,,,80.46142857142857,11.959691740618243,116.0,57.0,0.06571428571428571,106.69294605809128,4.944202358712197,121.0,94.0,0.9004149377593361,2409.5641025641025,6175.573794321812,60825.0,0.0,97.77852348993288,139.64412321862233,334.0,0.0,9.757281553398059,53.26257835295079,322.0,0.0,42.74924471299094,286.689839390941,5241.0,0.0,921.0,0.012105678233438485,716.0514812469482,0.009411822834476186,1.3876667022705078,26.360078930854797
id01,2024-07-05,0.1819505094614265,32,15.625,61,0.11666666666666667,0.0,0,0.8368055555555556,0.0,0,0,0.04652777777777778,0.0,3,3,6.290886111111112e-05,0.00033714521478322914,0.9986109113888888,3.864497222927893e-05,9.689562915138889e-30,2.7649725e-05,0.0,0.0,0.0,0.0,0.0004011643194444445,-75.97583691374265,-93.0,-44.0,0.9211908931698775,0.07880910683012259,98.09068932304645,4.917315800568652e-05,5.2752170987432145e-05,0.5791821452842933,36.7718,0.4025357533172442,253.35416666666666,608.5339538509829,6745.0,0.0,28.5625,365.75,0.3333333333333333,0.24265734265734265,84,8.261904761904763,40,25353663.0,10238215.0,6226991.0,0.0,1391611.0,0.0,0.0,1048319.0,2538193.0,1483616.0,0.0,0.0,-68.9613034623218,-91.0,-22.0,982.0,78.060188989318,14.298807954537097,130.0,52.0,0.0838126540673788,76.88,14.161883113955339,105.0,51.0,0.06666666666666667,80.58605664488017,10.249964212969806,113.0,61.0,0.06100217864923747,80.34162286886297,14.068726210255894,151.0,52.0,0.08915523650813999,78.060188989318,14.298807954537097,130.0,52.0,0.0838126540673788,76.88,14.161883113955339,105.0,51.0,0.06666666666666667,80.58605664488017,10.249964212969806,113.0,61.0,0.06100217864923747,80.34162286886297,14.068726210255894,151.0,52.0,0.08915523650813999,303.1304347826087,1210.5996663458686,16151.0,0.0,22.760330578512395,70.14041699162108,305.0,0.0,18.88421052631579,52.22821644281742,311.0,0.0,698.6666666666666,3436.4424606457505,51287.0,0.0,5677.0,0.06806954436450839,4355.32470703125,0.052222118789343526,1.5798344930013022,195.3791010081768
